"age","maritl","race","education","jobclass","health","health_ins","salary"
61,"Married","White","non HS Grad","Industrial","Good","Yes",114.475713290347
39,"Married","White","HS Grad","Information","Average","Yes",99.6894636984864
23,"Never Married","White","non HS Grad","Industrial","Good","No",89.4924795180001
53,"Married","White","Advanced Degree","Industrial","Good","Yes",151.805096289083
55,"Never Married","Asian","Some College","Information","Good","Yes",87.9810327856054
48,"Never Married","Black","HS Grad","Information","Good","Yes",87.9810327856054
50,"Married","White","College Grad","Information","Good","Yes",104.921506533664
31,"Never Married","White","non HS Grad","Industrial","Good","No",65.1108537153447
53,"Married","White","HS Grad","Industrial","Average","Yes",128.680488220624
49,"Married","White","College Grad","Industrial","Good","No",154.68529299563
49,"Never Married","White","College Grad","Industrial","Good","No",130.982177377461
43,"Married","White","HS Grad","Industrial","Good","Yes",120.589436530402
20,"Never Married","White","HS Grad","Industrial","Good","Yes",81.2832532842527
46,"Divorced","White","HS Grad","Information","Good","Yes",110.172930287822
48,"Married","White","College Grad","Industrial","Good","Yes",152.216806827106
19,"Never Married","White","HS Grad","Industrial","Good","No",70.4760196469445
56,"Divorced","White","College Grad","Industrial","Good","Yes",85.3839403789827
44,"Married","White","Some College","Industrial","Good","No",101.82435207568
23,"Never Married","White","HS Grad","Industrial","Good","No",85.3839403789827
42,"Never Married","White","College Grad","Information","Average","Yes",101.82435207568
32,"Married","White","Advanced Degree","Industrial","Good","No",118.884359339886
32,"Never Married","White","HS Grad","Industrial","Good","No",73.7757432746946
43,"Married","White","HS Grad","Industrial","Good","No",73.7757432746946
57,"Never Married","Black","College Grad","Industrial","Good","Yes",138.610994032645
26,"Married","Black","Some College","Information","Average","Yes",109.833985642199
67,"Divorced","White","Some College","Information","Average","Yes",151.591484239814
31,"Married","White","Advanced Degree","Information","Good","Yes",176.989650489877
49,"Divorced","White","Some College","Information","Good","Yes",103.90247060316
29,"Never Married","White","College Grad","Industrial","Average","Yes",128.680488220624
41,"Married","White","Some College","Industrial","Average","No",108.874525834712
35,"Married","White","HS Grad","Information","Average","Yes",87.9810327856054
39,"Married","White","HS Grad","Industrial","Good","No",95.2307125669819
33,"Separated","Black","Some College","Information","Good","Yes",98.5993438603892
53,"Married","White","College Grad","Information","Good","Yes",141.77517233318
43,"Married","Asian","College Grad","Information","Good","Yes",123.089699847943
36,"Married","White","College Grad","Information","Average","Yes",94.6540203819701
38,"Married","White","Advanced Degree","Information","Good","Yes",148.413159102577
58,"Married","White","HS Grad","Industrial","Good","No",104.921506533664
45,"Married","White","College Grad","Information","Good","Yes",123.089699847943
34,"Never Married","Black","HS Grad","Industrial","Good","No",94.5960991038653
30,"Married","White","College Grad","Information","Good","No",127.115743812184
21,"Never Married","White","HS Grad","Industrial","Average","No",29.3769761006037
39,"Married","White","College Grad","Information","Good","Yes",129.453644576625
28,"Never Married","Black","Some College","Industrial","Good","Yes",109.833985642199
54,"Married","White","HS Grad","Industrial","Average","Yes",99.6894636984864
24,"Never Married","White","Some College","Industrial","Average","Yes",90.4819133566401
57,"Married","White","Advanced Degree","Industrial","Good","Yes",70.8150386167557
48,"Separated","Black","HS Grad","Information","Good","No",95.2307125669819
31,"Married","White","Some College","Information","Good","Yes",109.833985642199
47,"Never Married","White","Advanced Degree","Information","Good","Yes",182.020620963512
44,"Married","White","College Grad","Information","Good","No",160.642475408263
30,"Never Married","White","HS Grad","Industrial","Good","Yes",70.4760196469445
41,"Never Married","White","College Grad","Information","Average","Yes",130.982177377461
26,"Never Married","White","College Grad","Industrial","Good","Yes",105.927810775063
32,"Never Married","Asian","Some College","Industrial","Good","Yes",109.833985642199
39,"Married","White","HS Grad","Information","Average","Yes",97.4710060955894
42,"Married","Black","Some College","Information","Average","Yes",111.720849360989
24,"Never Married","White","College Grad","Information","Good","Yes",172.217265521809
44,"Divorced","White","Advanced Degree","Information","Good","Yes",129.453644576625
30,"Never Married","Asian","College Grad","Information","Good","Yes",127.115743812184
58,"Married","White","College Grad","Information","Good","Yes",134.705375118879
33,"Never Married","White","HS Grad","Information","Good","Yes",94.0727147457005
56,"Married","White","HS Grad","Industrial","Average","No",94.0727147457005
28,"Married","White","Some College","Industrial","Good","Yes",96.9340904570115
41,"Married","Asian","Advanced Degree","Information","Good","Yes",276.778413321176
22,"Married","White","Some College","Industrial","Good","No",32.3664131748549
37,"Divorced","White","Some College","Industrial","Average","Yes",84.450253670189
18,"Never Married","White","non HS Grad","Industrial","Good","No",65.1108537153447
37,"Never Married","White","College Grad","Information","Good","No",84.7183897030478
43,"Married","White","College Grad","Industrial","Average","Yes",167.706575552614
49,"Married","Black","HS Grad","Information","Good","Yes",94.0727147457005
36,"Married","White","College Grad","Industrial","Good","Yes",134.705375118879
47,"Married","Black","Advanced Degree","Industrial","Good","No",81.2832532842527
52,"Married","White","College Grad","Industrial","Good","Yes",134.705375118879
34,"Married","White","Some College","Industrial","Good","No",114.475713290347
62,"Married","White","College Grad","Information","Good","Yes",130.982177377461
44,"Married","White","non HS Grad","Industrial","Good","Yes",104.921506533664
48,"Married","White","non HS Grad","Industrial","Average","Yes",152.216806827106
51,"Married","White","HS Grad","Information","Good","Yes",124.720446242886
35,"Never Married","White","College Grad","Industrial","Good","Yes",148.413159102577
42,"Married","White","HS Grad","Industrial","Good","No",89.2428846644714
34,"Never Married","White","College Grad","Industrial","Good","Yes",82.6796372966372
50,"Married","Asian","College Grad","Industrial","Good","Yes",94.0727147457005
50,"Divorced","White","College Grad","Information","Average","Yes",153.457515308961
55,"Married","White","College Grad","Information","Average","No",46.7632687977187
56,"Married","White","HS Grad","Industrial","Average","Yes",129.453644576625
50,"Married","White","HS Grad","Information","Good","Yes",130.982177377461
44,"Married","White","College Grad","Information","Good","No",94.0727147457005
30,"Married","White","College Grad","Information","Good","Yes",99.6894636984864
34,"Married","White","College Grad","Information","Good","Yes",128.680488220624
50,"Divorced","White","HS Grad","Information","Good","Yes",73.7757432746946
51,"Married","White","College Grad","Information","Average","No",110.782650276254
53,"Married","Black","Some College","Information","Good","No",99.6894636984864
40,"Never Married","Black","Advanced Degree","Information","Good","Yes",91.6992261117042
34,"Married","White","HS Grad","Information","Good","Yes",82.6796372966372
36,"Married","White","Some College","Industrial","Good","Yes",118.884359339886
44,"Married","White","Some College","Information","Average","Yes",148.413159102577
54,"Married","Asian","HS Grad","Industrial","Good","No",95.2307125669819
36,"Married","White","College Grad","Industrial","Good","No",163.515863976238
62,"Married","White","Advanced Degree","Information","Good","Yes",279.501781963737
33,"Never Married","White","Advanced Degree","Information","Good","No",114.475713290347
44,"Never Married","White","HS Grad","Industrial","Good","No",102.870246933215
80,"Never Married","White","HS Grad","Information","Good","No",87.9810327856054
45,"Married","White","HS Grad","Information","Good","No",87.9810327856054
58,"Divorced","White","College Grad","Information","Good","Yes",70.4760196469445
51,"Married","White","Some College","Industrial","Good","No",101.82435207568
60,"Married","White","Some College","Information","Good","Yes",277.601417511009
33,"Married","White","non HS Grad","Industrial","Average","No",87.9810327856054
28,"Never Married","White","Some College","Information","Good","Yes",104.921506533664
37,"Married","White","College Grad","Industrial","Good","Yes",127.115743812184
56,"Married","White","Some College","Information","Good","Yes",99.6894636984864
59,"Married","White","Advanced Degree","Information","Good","Yes",171.765132627508
56,"Married","White","HS Grad","Information","Good","Yes",75.0431540173515
34,"Married","White","non HS Grad","Industrial","Good","Yes",72.1504556815713
37,"Never Married","White","HS Grad","Industrial","Good","Yes",34.6074177301288
36,"Married","White","College Grad","Industrial","Good","Yes",94.0727147457005
45,"Married","White","College Grad","Information","Good","Yes",176.989650489877
36,"Married","White","Advanced Degree","Information","Good","No",140.398200161944
23,"Never Married","White","Some College","Information","Good","No",27.1405792079024
56,"Married","White","HS Grad","Information","Average","Yes",127.115743812184
33,"Married","White","Some College","Industrial","Good","No",114.475713290347
48,"Married","Asian","non HS Grad","Industrial","Good","Yes",127.115743812184
28,"Never Married","White","HS Grad","Industrial","Good","No",82.6796372966372
37,"Married","White","Some College","Industrial","Average","Yes",101.82435207568
56,"Married","White","HS Grad","Information","Average","No",86.6951548289402
22,"Never Married","White","Some College","Industrial","Good","No",63.1888610037461
60,"Married","White","HS Grad","Industrial","Average","No",114.926521781463
30,"Never Married","White","College Grad","Industrial","Good","No",81.2832532842527
50,"Married","White","HS Grad","Industrial","Average","Yes",101.82435207568
38,"Married","White","Advanced Degree","Information","Good","Yes",101.82435207568
55,"Married","White","Advanced Degree","Information","Good","Yes",103.181326958727
26,"Married","White","College Grad","Industrial","Good","Yes",113.567089569751
